RATING,REASON,SIDE EFFECTS FOR ZITHROMAX,COMMENTS,SEX,AGE,DURATION/DOSAGE,DATE ADDED
1,sinus bacterial/ viral infection,"I just finished taking the z pac and had a bad experience as my Doctor says i had a very sensative reaction to the drug , i had diarrhea, horrible nausea, stomach cramps, i felt so bad well hopefully it has done the job still early days but i would not want to experience this again.",,F,41,5 days30 mg,3/8/2015Email
1,Strep Throat and Ear Infection,I had the exact side effects because I never took a full course only the first 2 pills and 3rd.,,F,26,5 days250 MG,2/25/2015Email
1,Upper Respiratory Infection,"Before taking this drug I was as clear headed as could be. Now i have horrifying anxiety, insomnia, and paranoia. My vision has become horrible. Also I have debilitating back and neck pain accompanied with sharp pains all over, heart racing and palpitations. It is interfering with my life, I was wondering if anyone could tell me how long they experienced these problems? I took the Z-pak about eight weeks ago. I need to know there is an end in sight, please anyone ?!",,F,20,5 days 1X day,2/23/2015Email
1,Chest Congestion,"First, I know that my experiences are anecdotal and not hard data, that most people with no reaction donÃ¯Â¿Â½t post and I may fall in the 1% reaction group in published studies. I can only report my astonishing negative experience with this drug. Day 1, 500mg, late afternoon. Day 2, 250 mg at same dose time, noticed intense irritability driving home from work. Day 3, 250 mg taken at same time, could tell the drug was working on chest congestion problem but felt very odd, vision seemed diminished, very tired. Day 4, before afternoon 250 mg dose, extreme lightheadedness and almost Ã¯Â¿Â½out of bodyÃ¯Â¿Â½ feeling. Did not feel safe once I started driving. Went to grocery to buy lunch and did not feel comfortable around people, had to walk out (first time ever for something like this). Took 250 mg dose at same afternoon time. Day 5, Awoke feeling Ã¯Â¿Â½poisonedÃ¯Â¿Â½ for lack of a better description, could not drive, intense light headedness and disconnect from reality fe","No other new variable introduced to my body. Had no idea these symptoms were possible or the drug can stay in the body for 15 days. What a mistake to take it. No idea when or if this is going to resolve, just want to be normal again.",M,54,4 days500-250 MG 1X day,2/5/2015Email
1,Sinus infection,two hours after taking first dose I developed very lose stools and have them a couple of times a day. Never had this before. It's been a month and I still have loose stools and pretty much live on Immodium AD.,Fist time taking this medication and I'm pretty sure I won't ever take it again.,F,43,5 days30 mg,02/04/2015
1,sinus infection,"Headache, watery stool every 30-1hr. Nausea which produced vomitting. Loss of appetite and fever of 101.3 that I didn't have before. Insomnia, lethargic, and dizziness...my coworkers swear by this but because I'm allergic to sulfa and penicillin so dr scripted this one! I'll take the sinus infection any day over these side effects!!!",,F,47,2 days250 mg,1/31/2015
1,sinus infection,"Headache,anxiety,restlsness,insomnia,Muscle and joint pain,severe stomach pain",I'm currently writing this at 2:49 am in the morning. This drug is awful!! Its only the first day of my pills and I'm dreading it. I can't sleep and I constantly toss and turn trying to get comfortable in my bed. My legs keep cramping and it feels like they want to move but they can't. I'm expecting my next 3 nights to be just as worse..the only good thing about this medicine is that it does seem to be relatively effective. But as someone posted earlier...I don't know why doctors prescribe this if it has these negative side effects.,F,19,4 days,1/29/2015
1,Strep,DEEP DEPRESSION!!!!! 48 hours of non stop diarrhea day & night. Couldn't sleep.,This drug sucks!!! Yes it helped my strep but I'd rather deal with strep instead of being depressed & pooping my pants 24/7,M,38,3 days500,1/27/2015Email
1,"Acne, pimples","Iching skin all over the body, redness of the skin, eye swelling.
headacne, vivid nightmares, finding yourself just stone in the air quite often , not having energy, fatigue, tired, anxious. hungry in a strange way.","It's been a week since I took third dose and the side effect is still there. I dont want to contiune on this. I'm very afraid to go to sleep, and will try to stay awake :( , because of the nightmares. and itching skin all over the body is very irritating, and your eyes is swelling :(
I just hope my side effects will soon dissapear.
Maybe other people can take this medicine just fine, but I think I'm a person who can't take very well such stuff.",F,20,6 weeks500 mg 1X W,1/26/2015Email
3,Cold,"Constipated, foggy brain, can't think of words, ravenous appetite, drained energy and the worst ... Massive cystic pimples on chin.",My diet is clean and I never take meds. I lift weights / exercise regularly and do all remedies holistically . I got talked into going to urgent care by my bf who kept insisting it would help to take antibiotics. Wrong. I still have sinus draining . The dr prescribed the generic z pack. I feel mildly better but the side effects are not worth it. I should've listened to myself and stayed with my holistic treatments. I had the flu in dec and it went away on its own. I have a cystic pimple the size of my entire chin and i rarely get pimples or acne ever. It's very painful. I feel very foggy headed and I have no energy.,F,31,3 days,1/22/2015
2,Sinus Infection,"Insomnia/trouble staying asleep, crazy dreams, major brain fog (at times I can't recall simple words), increased ringing in the ears, fatigue, anxiety, irritability, hypochondria, chills or sweating, lowered body temp, intertrigo yeast rash/candida, ravenous appetite, odd shooting pains (gas?), increased dryness of the eye",I finished my z-pack three weeks ago and am still experiencing all side effects.,F,54,5 days250 1X day,1/20/2015Email
1,Upper respiratory infection,"Pins needles in face, arms, chest, extreme stomach pain cramps, loss appetite, extreme muscle weakness, dry mouth, throat tighting, brain fog, blurry eye sight",I felt worse on the azithromycin then before. Ended up having to go back to the doctor for possible stomach issues because of the meds. I would tell people do not take this.,F,27,5 days250 mg,1/16/2015
1,For cold symptoms,"Broke out in ran within 1-2 hours. Lasted about 12 -14 hours. They subsided when i got to the doctor. When i left, they reappeared. Severe stomach pains.",,,42,1 days250 mg,1/13/2015
1,sinus infection,"Bad anxiety, depression, couldn't sleep, lost appetite, bad taste in mouth-much worse than the sinus infection",,F,62,3 days,1/4/2015Email
1,Because the Doctor prescribed -iPneumonia,"After taking this z pak for 3 days and not being able to sleep, i can only attribute the insomnia and restlessness to this med.
My legs are uneasy like they are trying to run but can't. I can't sleep. Hard to breathe, full of anxiety and can't seem to focus.
This med is terrible for the body and nervous system it seems. My heart feels like it's going to beat out of my chest and I have some abnormal rage.","After seeing so many negative comments like this, how can Doctors so carelessly prescribe this?",M,34,5 days,1/3/2015Email
4,strep,"Painful urination after 2nd day, increased heart rate, extreme irritability, sore stomach, loose stools","I was originally on amoxicillin which didn't help. Went back to the Dr and they gave me zpack, overall can't complain because it did it's job & I'm better now. Side effects weren't anything unbearable.",F,29,5 days250 mg,01/01/2015
3,sinus infection,"I pooped my self two hours after taking the medication. when people say it loosens stool dont take it lightly, this stuff really cleans you out.","It really does stop bacterial infections quickly, but at the same time has a very powerful effect on your body so be prepared.",M,22,4 days250mg 1X day,12/28/2014
5,Acute bronchitis,No real side effects. Slightly softer stools but with culturelle probiotic The gastric upset is mild.,"After day two I felt so much better . Coughing became more productive and i was able to expel the phlegm easily ,before that my head would feel like exploding from coughing without producing anything but major cough spasms. By day three even more gunk coming out. This drug works well . Last yr. i fought it for a month. This time I went to the dr. Immediately and what a difference. Try it it is relief!!",F,58,5 days250mg,12/20/2014Email
